Launch_ID,City,Store_ID,Planned_Launch_Date,Owner,Onboarding_Status,Tech_Setup_Status,Testing_Status,Inventory_Readiness,Staffing_Readiness,SOP_Checklist,Expected_Daily_Orders,Planned_Capacity,Readiness_%,Capacity_Utilization_%,Primary_Blocker,Launch_Status,Days_to_or_Past_Launch
LCH11959,Mumbai,ST187,2025-05-02,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,380,488,83,77.9,Testing,Delayed,-445
LCH11960,Ahmedabad,ST325,2026-06-28,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,500,1412,83,35.4,Testing,Delayed,-23
LCH11961,Mumbai,ST116,2025-08-10,Ops-A,Complete,Pending,Failed,Ready,Ready,Complete,910,1246,67,73.0,Tech Setup,Delayed,-345
LCH11962,Kochi,ST922,2025-02-08,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,1344,435,83,309.0,Testing,Delayed,-528
LCH11963,Pune,ST458,2026-05-12,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,1012,845,83,119.8,Onboarding,Delayed,-70
LCH11964,Delhi NCR,ST263,2025-08-21,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1305,1092,100,119.5,Capacity,Go-Live Ready,-334
LCH11965,Mumbai,ST710,2026-06-14,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,506,1436,100,35.2,None,Go-Live Ready,-37
LCH11966,Kolkata,ST768,2025-05-29,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1215,1495,100,81.3,None,Go-Live Ready,-418
LCH11967,Kochi,ST614,2026-02-01,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1478,854,100,173.1,Capacity,Go-Live Ready,-170
LCH11968,Kolkata,ST450,2025-10-29,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1179,1193,83,98.8,Staffing,Delayed,-265
LCH11969,Pune,ST781,2025-12-26,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,478,1245,83,38.4,Testing,Delayed,-207
LCH11970,Mumbai,ST564,2025-08-26,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1343,824,100,163.0,Capacity,Go-Live Ready,-329
LCH11971,Hyderabad,ST927,2025-08-24,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1060,473,100,224.1,Capacity,Go-Live Ready,-331
LCH11972,Pune,ST937,2025-07-22,Ops-C,Complete,Pending,Passed,Ready,Ready,Complete,487,936,83,52.0,Tech Setup,Delayed,-364
LCH11973,Pune,ST475,2025-09-13,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1242,506,100,245.5,Capacity,Go-Live Ready,-311
LCH11974,Hyderabad,ST192,2025-08-23,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1031,1248,100,82.6,None,Go-Live Ready,-332
LCH11975,Kochi,ST281,2025-12-11,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,688,403,83,170.7,Tech Setup,Delayed,-222
LCH11976,Mumbai,ST843,2026-06-18,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,886,1363,83,65.0,Onboarding,Delayed,-33
LCH11977,Mumbai,ST401,2026-04-11,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,592,1346,100,44.0,None,Go-Live Ready,-101
LCH11978,Kolkata,ST760,2026-06-25,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1073,589,100,182.2,Capacity,Go-Live Ready,-26
LCH11979,Pune,ST892,2025-08-01,Ops-E,Pending,Complete,Passed,Ready,Ready,Complete,1069,1478,83,72.3,Onboarding,Delayed,-354
LCH11980,Pune,ST289,2026-04-08,Ops-D,Complete,Pending,Failed,Ready,Pending,Complete,200,866,50,23.1,Tech Setup,Delayed,-104
LCH11981,Jaipur,ST959,2026-03-12,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,298,1429,100,20.9,None,Go-Live Ready,-131
LCH11982,Delhi NCR,ST962,2025-10-10,Ops-D,Complete,Complete,Pending,Ready,Ready,Complete,1265,1263,83,100.2,Testing,Delayed,-284
LCH11983,Pune,ST414,2026-04-08,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,517,1137,100,45.5,None,Go-Live Ready,-104
LCH11984,Chennai,ST593,2026-02-11,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,729,710,83,102.7,Tech Setup,Delayed,-160
LCH11985,Delhi NCR,ST228,2025-03-29,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,805,1181,100,68.2,None,Go-Live Ready,-479
LCH11986,Chennai,ST619,2025-02-13,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,225,1440,100,15.6,None,Go-Live Ready,-523
LCH11987,Mumbai,ST526,2026-04-06,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1259,1185,83,106.2,Tech Setup,Delayed,-106
LCH11988,Delhi NCR,ST659,2025-10-05,Ops-A,Pending,Complete,Passed,Ready,Ready,Pending,376,723,67,52.0,Onboarding,Delayed,-289
LCH11989,Pune,ST665,2026-02-25,Ops-D,Complete,Complete,Failed,Ready,Ready,Complete,1536,454,83,338.3,Testing,Delayed,-146
LCH11990,Hyderabad,ST287,2025-12-19,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1108,450,100,246.2,Capacity,Go-Live Ready,-214
LCH11991,Kolkata,ST650,2026-05-30,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,741,511,83,145.0,Staffing,Delayed,-52
LCH11992,Chennai,ST553,2025-01-19,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,173,1180,83,14.7,Staffing,Delayed,-548
LCH11993,Delhi NCR,ST571,2025-01-23,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,177,1054,100,16.8,None,Go-Live Ready,-544
LCH11994,Pune,ST838,2026-02-17,Ops-A,Pending,Complete,Passed,Ready,Ready,Pending,270,1421,67,19.0,Onboarding,Delayed,-154
LCH11995,Delhi NCR,ST665,2025-01-30,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1002,840,100,119.3,Capacity,Go-Live Ready,-537
LCH11996,Pune,ST324,2025-04-18,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,773,1000,100,77.3,None,Go-Live Ready,-459
LCH11997,Pune,ST254,2026-01-02,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1039,471,83,220.6,Staffing,Delayed,-200
LCH11998,Pune,ST660,2025-10-08,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1518,670,100,226.6,Capacity,Go-Live Ready,-286
LCH11999,Jaipur,ST451,2025-05-08,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,180,1478,83,12.2,Tech Setup,Delayed,-439
LCH12000,Kolkata,ST247,2025-08-17,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1400,1463,100,95.7,None,Go-Live Ready,-338
LCH12001,Hyderabad,ST676,2025-04-21,Ops-C,Complete,Pending,Passed,Ready,Ready,Pending,1019,1212,67,84.1,Tech Setup,Delayed,-456
LCH12002,Hyderabad,ST449,2025-05-16,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,1423,1101,83,129.2,Staffing,Delayed,-431
LCH12003,Delhi NCR,ST282,2025-12-28,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,199,555,100,35.9,None,Go-Live Ready,-205
LCH12004,Delhi NCR,ST737,2025-07-05,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,875,1289,100,67.9,None,Go-Live Ready,-381
LCH12005,Pune,ST279,2025-05-09,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,538,975,100,55.2,None,Go-Live Ready,-438
LCH12006,Jaipur,ST139,2025-09-18,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1093,1163,100,94.0,None,Go-Live Ready,-306
LCH12007,Pune,ST872,2026-05-30,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1461,715,100,204.3,Capacity,Go-Live Ready,-52
LCH12008,Jaipur,ST994,2026-03-25,Ops-D,Complete,Pending,Passed,Ready,Pending,Complete,1164,628,67,185.4,Tech Setup,Delayed,-118
LCH12009,Pune,ST103,2025-04-14,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,624,1217,100,51.3,None,Go-Live Ready,-463
LCH12010,Chennai,ST164,2026-04-28,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,905,1462,100,61.9,None,Go-Live Ready,-84
LCH12011,Chennai,ST129,2025-08-12,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,752,1261,83,59.6,Tech Setup,Delayed,-343
LCH12012,Mumbai,ST472,2026-05-06,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,1075,1123,83,95.7,Tech Setup,Delayed,-76
LCH12013,Pune,ST623,2026-04-18,Ops-D,Pending,Pending,Passed,Pending,Pending,Complete,1179,548,33,215.1,Onboarding,Delayed,-94
LCH12014,Kolkata,ST197,2025-01-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Pending,942,1044,83,90.2,SOP,Delayed,-557
LCH12015,Mumbai,ST970,2026-02-09,Ops-B,Complete,Complete,Passed,Pending,Ready,Pending,561,607,67,92.4,Inventory,Delayed,-162
LCH12016,Delhi NCR,ST542,2025-10-29,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,811,872,100,93.0,None,Go-Live Ready,-265
LCH12017,Kochi,ST303,2025-08-19,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1497,1097,100,136.5,Capacity,Go-Live Ready,-336
LCH12018,Pune,ST511,2025-03-07,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1572,1300,100,120.9,Capacity,Go-Live Ready,-501
LCH12019,Chennai,ST121,2025-04-22,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1455,1060,100,137.3,Capacity,Go-Live Ready,-455
LCH12020,Kochi,ST651,2025-01-13,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,340,592,83,57.4,Staffing,Delayed,-554
LCH12021,Jaipur,ST835,2026-01-28,Ops-D,Pending,Complete,Passed,Ready,Ready,Complete,935,709,83,131.9,Onboarding,Delayed,-174
LCH12022,Kochi,ST202,2026-05-15,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,734,497,100,147.7,Capacity,Go-Live Ready,-67
LCH12023,Kolkata,ST146,2025-08-22,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1108,379,100,292.3,Capacity,Go-Live Ready,-333
LCH12024,Pune,ST166,2025-11-10,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,649,436,100,148.9,Capacity,Go-Live Ready,-253
LCH12025,Hyderabad,ST703,2025-01-12,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,729,512,100,142.4,Capacity,Go-Live Ready,-555
LCH12026,Kochi,ST264,2025-07-28,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,965,918,100,105.1,Capacity,Go-Live Ready,-358
LCH12027,Hyderabad,ST211,2025-01-14,Ops-A,Complete,Complete,Failed,Ready,Ready,Complete,1236,1259,83,98.2,Testing,Delayed,-553
LCH12028,Jaipur,ST438,2026-02-22,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1480,1456,100,101.6,Capacity,Go-Live Ready,-149
LCH12029,Mumbai,ST223,2026-03-13,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,929,465,100,199.8,Capacity,Go-Live Ready,-130
LCH12030,Hyderabad,ST805,2026-01-12,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1092,729,100,149.8,Capacity,Go-Live Ready,-190
LCH12031,Mumbai,ST547,2025-01-20,Ops-A,Pending,Complete,Passed,Ready,Ready,Complete,1299,420,83,309.3,Onboarding,Delayed,-547
LCH12032,Chennai,ST711,2025-03-11,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,414,1497,100,27.7,None,Go-Live Ready,-497
LCH12033,Pune,ST391,2025-07-30,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,156,630,100,24.8,None,Go-Live Ready,-356
LCH12034,Kochi,ST771,2025-04-11,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1586,1391,100,114.0,Capacity,Go-Live Ready,-466
LCH12035,Chennai,ST512,2025-05-12,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1379,1461,83,94.4,Testing,Delayed,-435
LCH12036,Chennai,ST715,2026-01-16,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1352,1399,100,96.6,None,Go-Live Ready,-186
LCH12037,Ahmedabad,ST997,2025-05-12,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,844,1474,100,57.3,None,Go-Live Ready,-435
LCH12038,Bengaluru,ST381,2025-01-20,Ops-C,Complete,Complete,Passed,Ready,Pending,Pending,1141,919,67,124.2,Staffing,Delayed,-547
LCH12039,Kolkata,ST143,2026-06-20,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1067,336,83,317.6,Testing,Delayed,-31
LCH12040,Mumbai,ST586,2025-08-15,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1401,1263,100,110.9,Capacity,Go-Live Ready,-340
LCH12041,Ahmedabad,ST696,2025-06-03,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,897,1144,83,78.4,Staffing,Delayed,-413
LCH12042,Bengaluru,ST803,2026-04-14,Ops-C,Pending,Complete,Passed,Pending,Ready,Pending,295,1449,50,20.4,Onboarding,Delayed,-98
LCH12043,Kolkata,ST151,2026-02-09,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,1469,1096,83,134.0,Staffing,Delayed,-162
LCH12044,Mumbai,ST998,2025-07-21,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,390,585,100,66.7,None,Go-Live Ready,-365
LCH12045,Pune,ST310,2025-02-07,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1006,1186,83,84.8,Inventory,Delayed,-529
LCH12046,Kolkata,ST226,2025-07-07,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,436,519,100,84.0,None,Go-Live Ready,-379
LCH12047,Kochi,ST592,2025-02-26,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,1101,1330,83,82.8,Inventory,Delayed,-510
LCH12048,Chennai,ST609,2025-01-20,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,175,515,83,34.0,Onboarding,Delayed,-547
LCH12049,Bengaluru,ST681,2025-09-30,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,601,980,100,61.3,None,Go-Live Ready,-294
LCH12050,Bengaluru,ST877,2025-04-29,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,255,592,100,43.1,None,Go-Live Ready,-448
LCH12051,Bengaluru,ST358,2026-05-31,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,389,342,100,113.7,Capacity,Go-Live Ready,-51
LCH12052,Mumbai,ST288,2025-08-09,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1591,1416,100,112.4,Capacity,Go-Live Ready,-346
LCH12053,Kochi,ST330,2026-06-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,481,992,100,48.5,None,Go-Live Ready,-41
LCH12054,Kolkata,ST289,2026-05-30,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1061,1258,83,84.3,Tech Setup,Delayed,-52
LCH12055,Chennai,ST515,2025-12-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1215,413,100,294.2,Capacity,Go-Live Ready,-231
LCH12056,Kochi,ST110,2025-02-24,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,794,1220,100,65.1,None,Go-Live Ready,-512
LCH12057,Ahmedabad,ST214,2026-05-15,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,184,1448,83,12.7,Testing,Delayed,-67
LCH12058,Pune,ST176,2026-06-20,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,1025,1428,83,71.8,Inventory,Delayed,-31
LCH12059,Hyderabad,ST776,2025-06-11,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,1520,536,83,283.6,Tech Setup,Delayed,-405
LCH12060,Kochi,ST602,2025-06-08,Ops-E,Complete,Complete,Passed,Ready,Pending,Complete,533,952,83,56.0,Staffing,Delayed,-408
LCH12061,Ahmedabad,ST185,2025-07-07,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,960,457,100,210.1,Capacity,Go-Live Ready,-379
LCH12062,Chennai,ST149,2025-03-01,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1461,1207,100,121.0,Capacity,Go-Live Ready,-507
LCH12063,Hyderabad,ST595,2025-11-15,Ops-B,Pending,Complete,Passed,Ready,Ready,Pending,897,1260,67,71.2,Onboarding,Delayed,-248
LCH12064,Hyderabad,ST938,2025-07-30,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1108,1152,100,96.2,None,Go-Live Ready,-356
LCH12065,Kochi,ST789,2026-02-10,Ops-B,Complete,Complete,Pending,Ready,Ready,Complete,1206,1440,83,83.8,Testing,Delayed,-161
LCH12066,Bengaluru,ST487,2025-04-19,Ops-A,Complete,Complete,Passed,Ready,Pending,Complete,244,1185,83,20.6,Staffing,Delayed,-458
LCH12067,Delhi NCR,ST489,2025-03-17,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1169,359,100,325.6,Capacity,Go-Live Ready,-491
LCH12068,Chennai,ST318,2026-06-26,Ops-C,Complete,Pending,Pending,Ready,Ready,Pending,354,700,50,50.6,Tech Setup,Delayed,-25
LCH12069,Bengaluru,ST801,2025-11-10,Ops-E,Complete,Complete,Pending,Ready,Ready,Complete,983,1127,83,87.2,Testing,Delayed,-253
LCH12070,Chennai,ST446,2025-04-27,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,179,775,100,23.1,None,Go-Live Ready,-450
LCH12071,Delhi NCR,ST330,2025-01-19,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,415,954,83,43.5,Tech Setup,Delayed,-548
LCH12072,Pune,ST355,2026-03-08,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,172,1144,100,15.0,None,Go-Live Ready,-135
LCH12073,Delhi NCR,ST336,2025-12-16,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,758,1223,100,62.0,None,Go-Live Ready,-217
LCH12074,Jaipur,ST126,2025-07-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,188,937,100,20.1,None,Go-Live Ready,-384
LCH12075,Kochi,ST684,2025-04-23,Ops-C,Complete,Complete,Passed,Pending,Ready,Complete,322,948,83,34.0,Inventory,Delayed,-454
LCH12076,Kochi,ST361,2025-07-02,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,909,512,100,177.5,Capacity,Go-Live Ready,-384
LCH12077,Ahmedabad,ST866,2026-04-26,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1586,1289,100,123.0,Capacity,Go-Live Ready,-86
LCH12078,Bengaluru,ST371,2025-05-26,Ops-E,Complete,Complete,Passed,Ready,Pending,Pending,563,1103,67,51.0,Staffing,Delayed,-421
LCH12079,Ahmedabad,ST223,2025-04-23,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,841,427,83,197.0,Inventory,Delayed,-454
LCH12080,Jaipur,ST756,2026-04-21,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,764,1251,100,61.1,None,Go-Live Ready,-91
LCH12081,Delhi NCR,ST357,2025-10-30,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,358,516,100,69.4,None,Go-Live Ready,-264
LCH12082,Kochi,ST756,2025-04-28,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,171,1010,100,16.9,None,Go-Live Ready,-449
LCH12083,Mumbai,ST521,2025-06-10,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,154,319,100,48.3,None,Go-Live Ready,-406
LCH12084,Delhi NCR,ST359,2026-02-05,Ops-E,Pending,Pending,Passed,Ready,Ready,Complete,800,1383,67,57.8,Onboarding,Delayed,-166
LCH12085,Delhi NCR,ST147,2025-07-17,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,363,974,100,37.3,None,Go-Live Ready,-369
LCH12086,Jaipur,ST963,2025-09-17,Ops-D,Complete,Complete,Passed,Ready,Ready,Complete,1069,1013,100,105.5,Capacity,Go-Live Ready,-307
LCH12087,Pune,ST625,2025-02-16,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1056,1038,100,101.7,Capacity,Go-Live Ready,-520
LCH12088,Chennai,ST988,2026-02-03,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,1312,1452,83,90.4,Tech Setup,Delayed,-168
LCH12089,Jaipur,ST308,2025-03-19,Ops-D,Complete,Pending,Passed,Ready,Ready,Complete,821,856,83,95.9,Tech Setup,Delayed,-489
LCH12090,Chennai,ST411,2025-05-04,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,816,496,100,164.5,Capacity,Go-Live Ready,-443
LCH12091,Kochi,ST847,2025-03-16,Ops-E,Complete,Pending,Passed,Ready,Ready,Complete,949,1235,83,76.8,Tech Setup,Delayed,-492
LCH12092,Jaipur,ST249,2025-05-17,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,466,977,100,47.7,None,Go-Live Ready,-430
LCH12093,Chennai,ST934,2026-02-04,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,942,803,83,117.3,Tech Setup,Delayed,-167
LCH12094,Ahmedabad,ST538,2026-05-20,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,725,1037,83,69.9,SOP,Delayed,-62
LCH12095,Jaipur,ST255,2026-05-15,Ops-B,Pending,Complete,Passed,Pending,Ready,Complete,1329,1091,67,121.8,Onboarding,Delayed,-67
LCH12096,Kochi,ST778,2025-05-18,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,1597,496,83,322.0,SOP,Delayed,-429
LCH12097,Jaipur,ST190,2025-02-19,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,240,1430,100,16.8,None,Go-Live Ready,-517
LCH12098,Kochi,ST798,2025-09-11,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1215,1080,100,112.5,Capacity,Go-Live Ready,-313
LCH12099,Jaipur,ST930,2026-03-02,Ops-D,Complete,Complete,Passed,Ready,Pending,Complete,910,1043,83,87.2,Staffing,Delayed,-141
LCH12100,Chennai,ST458,2026-07-01,Ops-B,Complete,Pending,Passed,Pending,Ready,Complete,1468,1483,67,99.0,Tech Setup,Delayed,-20
LCH12101,Pune,ST274,2025-10-29,Ops-A,Complete,Complete,Pending,Ready,Ready,Pending,919,721,67,127.5,Testing,Delayed,-265
LCH12102,Kolkata,ST317,2025-12-15,Ops-A,Complete,Complete,Pending,Ready,Ready,Complete,1510,731,83,206.6,Testing,Delayed,-218
LCH12103,Chennai,ST556,2025-02-18,Ops-D,Complete,Complete,Passed,Pending,Ready,Complete,150,1225,83,12.2,Inventory,Delayed,-518
LCH12104,Bengaluru,ST876,2025-03-15,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,258,534,100,48.3,None,Go-Live Ready,-493
LCH12105,Hyderabad,ST709,2025-09-18,Ops-E,Complete,Complete,Passed,Ready,Ready,Complete,1077,626,100,172.0,Capacity,Go-Live Ready,-306
LCH12106,Pune,ST729,2025-12-22,Ops-B,Complete,Complete,Pending,Ready,Pending,Complete,1298,1233,67,105.3,Testing,Delayed,-211
LCH12107,Ahmedabad,ST299,2025-09-17,Ops-B,Pending,Complete,Passed,Ready,Ready,Complete,1237,778,83,159.0,Onboarding,Delayed,-307
LCH12108,Delhi NCR,ST932,2025-10-22,Ops-D,Complete,Complete,Passed,Pending,Pending,Complete,355,727,67,48.8,Inventory,Delayed,-272
LCH12109,Chennai,ST586,2025-11-09,Ops-B,Complete,Complete,Passed,Ready,Pending,Complete,1588,965,83,164.6,Staffing,Delayed,-254
LCH12110,Jaipur,ST633,2025-07-01,Ops-D,Complete,Pending,Passed,Pending,Ready,Complete,999,1423,67,70.2,Tech Setup,Delayed,-385
LCH12111,Chennai,ST300,2025-12-30,Ops-A,Complete,Complete,Passed,Pending,Ready,Complete,1417,1430,83,99.1,Inventory,Delayed,-203
LCH12112,Mumbai,ST471,2025-07-07,Ops-B,Complete,Pending,Passed,Ready,Ready,Complete,739,1157,83,63.9,Tech Setup,Delayed,-379
LCH12113,Pune,ST953,2026-06-27,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,772,941,100,82.0,None,Go-Live Ready,-24
LCH12114,Kolkata,ST548,2026-07-02,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1389,1110,100,125.1,Capacity,Go-Live Ready,-19
LCH12115,Ahmedabad,ST348,2026-02-12,Ops-D,Complete,Pending,Pending,Ready,Ready,Complete,1114,1366,67,81.6,Tech Setup,Delayed,-159
LCH12116,Mumbai,ST888,2026-02-18,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,1114,874,100,127.5,Capacity,Go-Live Ready,-153
LCH12117,Kochi,ST364,2025-12-08,Ops-B,Complete,Complete,Passed,Ready,Ready,Pending,802,1396,83,57.4,SOP,Delayed,-225
LCH12118,Mumbai,ST158,2025-08-08,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1553,1318,100,117.8,Capacity,Go-Live Ready,-347
LCH12119,Chennai,ST402,2025-06-12,Ops-B,Complete,Complete,Passed,Pending,Ready,Complete,228,1328,83,17.2,Inventory,Delayed,-404
LCH12120,Ahmedabad,ST131,2025-08-08,Ops-C,Pending,Complete,Passed,Ready,Ready,Complete,564,1102,83,51.2,Onboarding,Delayed,-347
LCH12121,Chennai,ST598,2025-09-27,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1322,699,100,189.1,Capacity,Go-Live Ready,-297
LCH12122,Kochi,ST349,2026-02-04,Ops-E,Complete,Pending,Passed,Ready,Pending,Complete,788,894,67,88.1,Tech Setup,Delayed,-167
LCH12123,Delhi NCR,ST705,2025-07-01,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,940,1430,100,65.7,None,Go-Live Ready,-385
LCH12124,Ahmedabad,ST877,2025-07-24,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1211,416,100,291.1,Capacity,Go-Live Ready,-362
LCH12125,Delhi NCR,ST371,2025-08-16,Ops-A,Complete,Complete,Failed,Ready,Ready,Complete,1330,682,83,195.0,Testing,Delayed,-339
LCH12126,Pune,ST706,2025-09-07,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,482,1158,100,41.6,None,Go-Live Ready,-317
LCH12127,Pune,ST766,2026-03-17,Ops-A,Complete,Pending,Passed,Ready,Ready,Complete,437,381,83,114.7,Tech Setup,Delayed,-126
LCH12128,Delhi NCR,ST494,2026-06-17,Ops-E,Complete,Complete,Passed,Ready,Ready,Pending,1285,1131,83,113.6,SOP,Delayed,-34
LCH12129,Pune,ST897,2025-07-15,Ops-B,Complete,Complete,Passed,Ready,Ready,Complete,1264,1172,100,107.8,Capacity,Go-Live Ready,-371
LCH12130,Ahmedabad,ST602,2026-06-03,Ops-E,Complete,Complete,Passed,Pending,Ready,Complete,1222,952,83,128.4,Inventory,Delayed,-48
LCH12131,Jaipur,ST692,2025-03-11,Ops-C,Complete,Complete,Passed,Ready,Pending,Complete,310,1033,83,30.0,Staffing,Delayed,-497
LCH12132,Bengaluru,ST904,2026-02-03,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1575,369,100,426.8,Capacity,Go-Live Ready,-168
LCH12133,Pune,ST184,2025-07-22,Ops-C,Complete,Complete,Passed,Ready,Ready,Complete,469,686,100,68.4,None,Go-Live Ready,-364
LCH12134,Pune,ST465,2025-05-28,Ops-A,Complete,Complete,Passed,Ready,Ready,Complete,1073,823,100,130.4,Capacity,Go-Live Ready,-419
